iter	RMSE
111	0.05020770785
112	0.04988547265
113	0.04923952488
114	0.04893711794
115	0.04854577592
116	0.04789597658
117	0.04767558561
118	0.04716019748
119	0.04701761089
120	0.04668781233
121	0.04613032971
122	0.04579935529
123	0.04543372754
124	0.04506147366
125	0.04458322161
126	0.04432408715
127	0.04393336041
128	0.04346278713
129	0.04300777397
130	0.04266387078
131	0.04227242208
132	0.04202287361
133	0.04175801837
134	0.04146790886
135	0.0410337999
136	0.04073566929
137	0.04030598609
138	0.03998797233
139	0.03952156441
140	0.03945768665
141	0.03911522704
142	0.03867468681
143	0.03828281669
144	0.03804314601
145	0.03771778582
146	0.03755915225
147	0.03716418734
148	0.0370939631
149	0.03675289903
150	0.03670661022
151	0.03636759478
152	0.03581927884
153	0.0354086744
154	0.03514055383
155	0.034886925
156	0.03460575192
157	0.03426252137
158	0.03405755036
159	0.03378967852
160	0.03364173138
161	0.03361442028
162	0.03357798349
163	0.03354443286
164	0.03311287224
165	0.03273949057
166	0.03243963117
167	0.03238663332
168	0.03198096971
169	0.03160532077
170	0.03134596671
171	0.03116796891
172	0.03080454216
173	0.03039325646
174	0.03007589535
175	0.02977660836
176	0.02957858927
177	0.02922691603
178	0.02917724896
179	0.02908092982
180	0.0290199794
181	0.02861864754
182	0.02836824431
183	0.02805338828
184	0.02792905026
185	0.02781531767
186	0.0275369211
187	0.02732613374
188	0.02691062305
189	0.02651428946
190	0.02649525664
191	0.02622818854
192	0.02600160134
193	0.02576586729
194	0.02574724406
195	0.02557979629
196	0.02555492235
197	0.02533225816
198	0.02531769408
199	0.02504823786
200	0.02477797741
201	0.02456312802
202	0.02420068147
203	0.02390215366
204	0.0236522
205	0.02344991955
206	0.02342971567
207	0.02313840788
208	0.02287564577
209	0.02279656504
210	0.02263193235
211	0.02247921508
212	0.02227877237
213	0.0219934208
214	0.0218584518
215	0.02171382851
216	0.02165062172
217	0.02160503093
218	0.02137600621
219	0.02105766791
220	0.02089928269
221	0.0207736268
222	0.02055402589
223	0.02027516112
224	0.02002974921
225	0.01985985278
226	0.01980883666
227	0.01963570375
228	0.01947867467
229	0.01927139773
230	0.01908879542
231	0.01890163749
232	0.01880082249
233	0.01869050309
234	0.01861228053
235	0.01839643969
236	0.01819591068
237	0.01805843219
238	0.01786173959
239	0.01765220381
240	0.01744594209
241	0.01726319822
242	0.01716366589
243	0.01697910075
244	0.01678644921
245	0.01665747207
246	0.01657717077
247	0.01646071621
248	0.01634188185
249	0.01628454367
250	0.01626210671
251	0.0161086386
252	0.01598661794
253	0.01587456775
254	0.01571907744
255	0.01550555219
256	0.01535383522
257	0.01514558713
258	0.01502340802
259	0.01488957797
260	0.01464462709
261	0.0144995887
262	0.01437406205
263	0.01426970765
264	0.01411192668
265	0.01392886548
266	0.01375381444
267	0.01373773811
268	0.01361019802
269	0.01347386909
270	0.01336698601
271	0.01330741024
272	0.013175002
273	0.01302340319
274	0.01290325517
275	0.01284638135
276	0.01269471632
277	0.01266915394
278	0.01259594306
279	0.0124767977
280	0.01230771104
281	0.01228523534
282	0.01228052869
283	0.01221628723
284	0.01211402062
285	0.01196127569
286	0.01189194678
287	0.01173724892
288	0.01165722774
289	0.01156351291
290	0.01153423167
291	0.01138395472
292	0.0112568958
293	0.01116433435
294	0.01104386263
295	0.01099245305
296	0.01093416665
297	0.01085328854
298	0.01075746384
299	0.0106291476
300	0.01057301007
301	0.01047920375
302	0.0103553461
303	0.01030014146
304	0.01017845694
305	0.01011635698
306	0.01001612716
307	0.009906209623
308	0.009787564982
309	0.009747500719
310	0.009690671333
311	0.009631007577
312	0.009541191907
313	0.009435237823
314	0.009340333419
315	0.009233656351
316	0.00918591083
317	0.009174255528
318	0.009093431832
319	0.009002746259
320	0.00891081075
321	0.008827380532
322	0.008736538635
323	0.0086749452
324	0.008634201101
325	0.008573631381
326	0.008481617308
327	0.008399752681
328	0.008338824865
329	0.008293338689
330	0.00820162482
331	0.008194054296
332	0.008139211313
333	0.008060584288
334	0.008031296162
335	0.008003180552
336	0.007945938532
337	0.007934609699
338	0.007822012526
339	0.007730594479
340	0.007638016743
341	0.007605201196
342	0.007554500252
343	0.007480826162
344	0.00741146514
345	0.007372816481
346	0.007320093516
347	0.007270043123
348	0.00723652365
349	0.007169803319
350	0.007159254334
351	0.007112110313
352	0.007049222849
353	0.006994969408
354	0.006948464273
355	0.0068935618
356	0.006861968057
357	0.006854168836
358	0.006815586522
359	0.006784425658
360	0.006753071123
361	0.006700869439
362	0.006689862105
363	0.006625093294
364	0.006599937856
365	0.006554194446
366	0.006504460342
367	0.006447759137
368	0.006397573435
369	0.006362867863
370	0.006305896707
371	0.006299953834
372	0.006228427827
373	0.006179062104
374	0.006129205191
375	0.006079225485
376	0.006054159682
377	0.006017763247
378	0.00594445824
379	0.005911397391
380	0.005822417731
381	0.0057563876
382	0.005691012803
383	0.005630146017
384	0.005570979268
385	0.005533206728
386	0.005478781116
387	0.005432515666
388	0.005386956242
389	0.005381782736
390	0.005350503375
391	0.005316909853
392	0.005266298404
393	0.005211130886
394	0.005172197649
395	0.005117748188
396	0.00506854896
397	0.005038005455
398	0.004974828076
399	0.00492654382
400	0.004881657074
401	0.004838352115
402	0.004796285137
403	0.004791080358
404	0.004752594671
405	0.004730270679
406	0.004710280129
407	0.004679740667
408	0.004632613944
409	0.004615895983
410	0.004588442594
411	0.004555302214
412	0.004515081456
413	0.004481065347
414	0.00445585137
415	0.004415109831
416	0.004367902285
417	0.004335953771
418	0.004297237556
419	0.004258508583
420	0.004207723833
421	0.004179895042
422	0.004144284691
423	0.004123011352
424	0.004099324468
425	0.004075478966
426	0.004069900487
427	0.004027613009
428	0.00398065778
429	0.003967041598
430	0.003938899419
431	0.003933225883
432	0.003887235412
433	0.003840697689
434	0.003811294261
435	0.003775984211
436	0.003745249862
437	0.00371175453
438	0.003689510297
439	0.003659409224
440	0.003632220128
441	0.003616005781
442	0.003565887086
443	0.003540539622
444	0.003521242201
445	0.003485122143
446	0.003439709748
447	0.003416580653
448	0.003386787
449	0.003347300982
450	0.003342989029
451	0.003329912492
452	0.003327520329
453	0.003292542458
454	0.003262293678
455	0.003239419947
456	0.003235964343
457	0.003214547604
458	0.003180204936
459	0.003159066251
460	0.003137579103
461	0.003134602432
462	0.00311797617
463	0.003105779504
464	0.003076651929
465	0.003056657234
466	0.003029032491
467	0.003004876533
468	0.002990075259
469	0.002977125131
470	0.002948195139
471	0.002934549969
472	0.002906090103
473	0.002893949772
474	0.002874499084
475	0.00285825107
476	0.002841158907
477	0.002802364476
478	0.002801002712
479	0.002777756737
480	0.002730740938
481	0.002722854765
482	0.002689651686
483	0.002664189473
484	0.002631376812
485	0.00260284336
486	0.002577932268
487	0.002558668406
488	0.002533905345
489	0.002500052277
490	0.002473542912
491	0.002448140587
492	0.002425065244
493	0.002405249741
494	0.002385536594
495	0.002373557986
496	0.002369850368
497	0.002347533471
498	0.002312046392
499	0.002296010527
